Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
BELFB,2014-09-30,0.012,-0.173,-0.611,1.161,1.044,1.183,0.1,1.186,0.263,0.41,0.726,0.784,42.94,25.65,34.437
BGFV,2014-09-30,-0.091,0.905,0.145,1.452,0.536,0.82,0.126,1.501,0.333,0.519,0.92,0.993,49.998,24.307,43.692
GPRE,2014-09-30,0.089,-0.845,0.408,1.374,-0.064,0.862,0.144,1.721,0.382,0.595,1.054,1.138,55.069,22.836,50.112
GBX,2014-09-30,0.051,-0.489,-0.348,2.442,0.891,1.026,0.123,1.466,0.326,0.507,0.898,0.97,58.229,39.844,42.462
GSVC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRPN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GPI,2014-09-30,-0.059,0.76,0.058,1.284,0.73,-0.026,0.081,0.966,0.214,0.334,0.592,0.639,35.099,21.108,28.043
GFF,2014-09-30,-0.031,0.241,-0.28,1.285,1.575,0.485,0.06,0.716,0.159,0.248,0.439,0.474,33.797,26.794,20.599
GSIT,2014-09-30,-0.13,1.634,-0.372,0.527,0.859,2.001,0.089,1.055,0.234,0.365,0.646,0.698,36.872,20.474,30.665
GSIG,2014-09-30,-0.29,3.759,0.205,1.284,2.084,1.379,0.144,1.712,0.38,0.592,1.049,1.133,61.282,35.802,49.737
GTXI,2014-09-30,-0.078,0.562,1.166,0.9,1.608,-2.235,0.231,2.756,0.612,0.953,1.688,1.823,86.311,31.672,80.29
GWRE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GES,2014-09-30,-0.138,1.39,0.174,1.602,0.433,0.045,0.074,0.885,0.197,0.306,0.542,0.586,35.46,24.503,25.633
GIFI,2014-09-30,-0.192,2.045,-0.231,2.153,0.758,-0.287,0.078,0.931,0.207,0.322,0.57,0.616,42.829,33.401,26.809
GLF,2014-09-30,-0.126,1.395,-0.219,1.28,0.614,1.001,0.085,1.012,0.225,0.35,0.62,0.669,37.429,23.206,29.367
GPOR,2014-09-30,-0.138,1.878,-0.327,1.596,1.472,0.248,0.102,1.214,0.27,0.42,0.744,0.803,46.772,30.79,35.208
HEES,2014-09-30,0.093,-0.948,0.2,1.514,1.979,1.283,0.101,1.203,0.267,0.416,0.737,0.796,49.081,34.609,34.803
HAE,2014-09-30,-0.038,0.416,0.103,0.587,0.552,-0.028,0.042,0.502,0.112,0.174,0.308,0.332,18.327,11.104,14.581
HAIN,2014-09-30,0.042,-0.206,0.169,0.271,0.678,-0.426,0.067,0.799,0.177,0.276,0.489,0.529,24.758,8.411,23.286
HBIO,2014-09-30,-0.046,0.479,-0.316,0.8,0.878,0.276,0.071,0.846,0.188,0.293,0.518,0.56,29.739,16.713,24.598
HNRG,2014-09-30,0.013,0.058,0.021,-0.022,-0.911,0.538,0.11,1.309,0.291,0.453,0.802,0.866,38.922,7.505,38.191
HALL,2014-09-30,0.032,-0.357,-0.307,0.397,1.269,0.935,0.075,0.889,0.197,0.308,0.545,0.588,30.349,15.888,25.858
HMPR,2014-09-30,-0.005,-0.517,-0.355,2.145,-0.633,2.899,0.269,3.2,0.711,1.107,1.961,2.117,100.397,37.214,93.245
HBI,2014-09-30,0.117,-1.209,-0.165,0.96,0.207,-0.069,0.064,0.761,0.169,0.263,0.466,0.503,26.854,15.247,22.106
HBHC,2014-09-30,-0.017,0.066,0.144,0.863,0.459,0.312,0.047,0.556,0.123,0.192,0.341,0.368,21.911,14.854,16.107
HGR,2014-09-30,-0.168,2.048,0.307,0.779,0.381,0.722,0.097,1.153,0.256,0.399,0.707,0.763,37.678,17.091,33.579
HAFC,2014-09-30,-0.004,0.139,-0.16,0.863,1.103,2.646,0.129,1.534,0.341,0.53,0.939,1.014,51.939,26.604,44.608
THG,2014-09-30,0.039,-0.461,-0.013,0.622,0.351,0.001,0.043,0.512,0.114,0.177,0.314,0.339,18.125,10.362,14.871
HRG,2014-09-30,0.091,-1.036,-0.068,0.801,-0.205,-0.061,0.117,1.393,0.309,0.482,0.854,0.922,42.229,11.546,40.62
HSC,2014-09-30,-0.041,0.209,0.064,1.527,0.365,0.688,0.061,0.722,0.16,0.25,0.443,0.478,31.746,23.939,20.85
HVT,2014-09-30,-0.031,0.411,0.066,0.941,1.188,0.742,0.081,0.963,0.214,0.333,0.59,0.637,34.837,20.785,27.957
HCOM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HW,2014-09-30,0.039,-0.366,-0.286,1.799,1.78,0.84,0.139,1.653,0.367,0.572,1.013,1.094,59.559,35.227,48.024
HCSG,2014-09-30,-0.037,0.53,-0.006,0.809,-0.06,-0.015,0.051,0.606,0.135,0.21,0.371,0.401,20.733,10.929,17.618
HSTM,2014-09-30,-0.17,2.26,0.23,1.208,-0.13,-0.662,0.095,1.134,0.252,0.392,0.695,0.75,37.596,18.014,33.0
HTLD,2014-09-30,0.063,-0.686,-0.048,0.496,0.461,0.784,0.051,0.613,0.136,0.212,0.376,0.406,21.333,11.725,17.822
HTLF,2014-09-30,-0.033,0.48,-0.159,0.42,1.393,1.049,0.06,0.716,0.159,0.248,0.438,0.473,26.816,16.971,20.762
HTWR,2014-09-30,-0.128,1.85,0.171,-0.414,1.448,-0.048,0.089,1.063,0.236,0.368,0.651,0.703,33.998,14.021,30.972
HPY,2014-09-30,-0.004,0.231,0.176,0.624,0.636,0.536,0.083,0.987,0.219,0.341,0.605,0.653,31.78,13.546,28.748
HSII,2014-09-30,0.02,-0.355,-0.195,1.197,0.987,0.005,0.108,1.282,0.285,0.443,0.785,0.848,42.996,21.384,37.301
HMTV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HELE,2014-09-30,-0.019,0.31,-0.044,0.908,1.379,-0.026,0.067,0.804,0.179,0.278,0.493,0.532,30.656,19.902,23.317
HLX,2014-09-30,-0.021,0.191,-0.213,1.316,1.183,-0.277,0.099,1.185,0.263,0.41,0.726,0.784,41.797,23.696,34.43
HLF,2014-09-30,-0.237,2.853,0.469,1.916,-1.207,-1.361,0.106,1.269,0.282,0.439,0.777,0.839,44.744,25.346,36.872
HTGC,2014-09-30,-0.003,0.068,-0.156,0.957,0.096,-0.377,0.049,0.581,0.129,0.201,0.356,0.384,21.576,13.453,16.868
HTBK,2014-09-30,-0.07,0.796,-0.017,1.547,0.624,1.424,0.094,1.117,0.248,0.386,0.684,0.739,42.48,27.473,32.4
HFWA,2014-09-30,0.015,-0.207,0.103,0.488,1.04,-0.209,0.039,0.462,0.103,0.16,0.283,0.306,18.477,12.737,13.386
HEOP,2014-09-30,0.145,-1.779,0.04,0.172,1.299,-0.188,0.07,0.831,0.185,0.287,0.509,0.55,27.36,12.788,24.188
HXL,2014-09-30,-0.061,0.913,-0.228,0.714,1.025,0.497,0.065,0.779,0.173,0.27,0.477,0.516,28.244,16.897,22.632
HTZ,2014-09-30,-0.074,0.821,0.255,1.969,1.344,0.817,0.089,1.063,0.236,0.368,0.651,0.703,46.863,35.442,30.66
MLHR,2014-09-30,-0.018,0.24,0.212,0.739,1.562,0.772,0.065,0.774,0.172,0.268,0.474,0.512,30.964,21.355,22.422
HF,2014-09-30,0.02,-0.107,-0.326,1.606,1.437,-0.098,0.088,1.045,0.232,0.362,0.64,0.691,42.088,29.26,30.254
HIBB,2014-09-30,-0.174,2.155,0.088,0.886,1.205,-0.445,0.058,0.697,0.155,0.241,0.427,0.461,28.768,20.525,20.158
HI,2014-09-30,0.019,-0.219,-0.067,0.752,0.939,0.805,0.051,0.609,0.135,0.211,0.373,0.403,24.522,17.035,17.64
HTH,2014-09-30,0.117,-1.31,0.255,0.073,1.134,0.129,0.078,0.934,0.207,0.323,0.572,0.618,29.689,11.869,27.214
HRC,2014-09-30,-0.082,0.959,0.218,1.256,0.248,0.253,0.063,0.752,0.167,0.26,0.46,0.497,29.137,19.351,21.783
HIFS,2014-09-30,-0.025,0.509,0.062,0.208,0.3,0.43,0.047,0.554,0.123,0.192,0.339,0.367,17.286,6.172,16.146
HMSY,2014-09-30,-0.106,1.373,-0.225,0.318,1.051,-0.802,0.095,1.128,0.25,0.39,0.691,0.746,35.577,13.642,32.858
BCC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BFAM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COWN,2014-09-30,0.078,-1.183,-0.021,0.843,0.623,0.469,0.072,0.863,0.192,0.299,0.529,0.571,29.97,16.382,25.097
CRY,2014-09-30,0.129,-1.595,-0.158,0.798,0.938,0.349,0.088,1.049,0.233,0.363,0.643,0.694,35.289,17.725,30.515
HITT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRH,2014-09-30,0.004,0.037,0.111,0.503,-0.134,0.344,0.042,0.502,0.112,0.174,0.308,0.332,16.48,7.608,14.618
ISSI,2014-09-30,-0.212,2.635,-0.139,1.866,0.151,1.995,0.095,1.137,0.252,0.393,0.696,0.752,46.28,32.55,32.899
IRF,2014-09-30,0.085,-1.121,-0.033,1.689,1.503,-0.826,0.089,1.059,0.235,0.366,0.649,0.7,42.928,30.056,30.651
NTGR,2014-09-30,-0.156,1.725,-0.009,2.049,0.865,-0.883,0.083,0.986,0.219,0.341,0.604,0.652,42.61,31.702,28.472
RPTP,2014-09-30,0.137,-1.161,0.006,-0.762,2.834,-2.915,0.173,2.066,0.459,0.715,1.266,1.367,65.592,26.085,60.182
PNK,2014-09-30,-0.034,0.432,-0.699,1.768,0.381,1.112,0.1,1.187,0.264,0.411,0.727,0.785,46.068,30.629,34.411
PRO,2014-09-30,-0.083,1.06,0.004,1.447,1.551,-0.666,0.1,1.196,0.265,0.414,0.732,0.791,44.268,27.488,34.699
OXM,2014-09-30,-0.066,0.913,-0.04,1.022,0.959,-0.867,0.086,1.021,0.227,0.353,0.625,0.675,35.127,18.791,29.678
PCTI,2014-09-30,-0.017,0.153,-0.319,0.87,1.148,0.638,0.067,0.801,0.178,0.277,0.491,0.53,30.462,19.693,23.241
SHEN,2014-09-30,0.069,-0.875,-0.45,1.15,1.215,0.317,0.092,1.094,0.243,0.379,0.67,0.724,39.624,23.672,31.776
TRGP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCL,2014-09-30,-0.091,1.164,-0.267,0.42,1.612,0.752,0.068,0.805,0.179,0.278,0.493,0.532,29.779,18.474,23.355
SPN,2014-09-30,-0.037,0.394,-0.327,1.232,1.033,0.645,0.083,0.986,0.219,0.341,0.604,0.652,37.105,23.624,28.612
SVU,2014-09-30,0.118,-1.595,0.129,1.507,0.111,1.351,0.15,1.793,0.398,0.62,1.098,1.186,58.473,26.36,52.194
WPX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WMK,2014-09-30,-0.086,1.009,-0.061,0.719,0.062,-0.387,0.037,0.436,0.097,0.151,0.267,0.289,16.497,10.58,12.658
WWE,2014-09-30,0.118,-1.307,-0.272,0.2,1.499,0.775,0.12,1.426,0.317,0.493,0.873,0.943,44.325,15.441,41.548
AMGN,2014-09-30,0.077,-0.838,0.067,0.607,-0.277,-0.434,0.046,0.55,0.122,0.19,0.337,0.364,18.104,8.45,16.011
GT,2014-09-30,0.065,-0.91,0.03,1.452,1.621,0.374,0.083,0.984,0.218,0.34,0.603,0.651,40.7,29.092,28.463
GNW,2014-09-30,0.02,-0.339,-0.046,1.205,1.179,2.194,0.088,1.048,0.233,0.363,0.642,0.693,41.921,28.91,30.357
GM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDLZ,2014-09-30,-0.036,0.506,0.043,0.633,-0.501,-0.113,0.035,0.415,0.092,0.144,0.254,0.274,14.194,7.472,12.068
PEP,2014-09-30,0.002,0.037,-0.034,0.459,-0.411,0.102,0.028,0.338,0.075,0.117,0.207,0.224,11.397,5.741,9.845
XL,2014-09-30,-0.037,0.415,-0.138,1.262,-0.39,0.244,0.04,0.482,0.107,0.167,0.295,0.319,21.71,16.683,13.893
NBR,2014-09-30,0.023,-0.487,-0.021,1.835,1.105,-0.585,0.096,1.145,0.254,0.396,0.701,0.757,44.513,29.683,33.171
NFLX,2014-09-30,0.071,-0.292,-0.073,0.682,1.705,-0.827,0.2,2.378,0.528,0.823,1.457,1.573,71.902,19.053,69.332
RSG,2014-09-30,0.008,-0.08,-0.18,0.645,-0.212,0.286,0.036,0.43,0.096,0.149,0.264,0.285,15.663,9.442,12.498
RRC,2014-09-30,-0.05,0.602,-0.121,0.622,0.473,0.035,0.074,0.882,0.196,0.305,0.54,0.583,28.034,11.224,25.689
NOV,2014-09-30,-0.113,1.257,-0.122,1.774,0.338,-0.379,0.067,0.798,0.177,0.276,0.489,0.528,34.47,25.64,23.039
NLSN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NVDA,2014-09-30,-0.055,0.512,0.457,1.667,0.07,-0.155,0.112,1.339,0.297,0.463,0.82,0.886,45.96,24.405,38.945
PSA,2014-09-30,-0.067,0.914,-0.325,0.758,-0.346,0.35,0.036,0.432,0.096,0.15,0.265,0.286,17.397,12.078,12.521
PWR,2014-09-30,0.05,-0.555,-0.047,0.427,0.514,0.739,0.057,0.681,0.151,0.236,0.417,0.451,22.602,10.854,19.825
ROP,2014-09-30,-0.03,0.456,0.082,0.81,0.476,-0.083,0.033,0.397,0.088,0.137,0.243,0.263,17.629,13.399,11.457
UNP,2014-09-30,-0.01,0.253,0.033,0.973,0.153,-0.047,0.036,0.431,0.096,0.149,0.264,0.285,18.654,13.906,12.435
SJM,2014-09-30,-0.054,0.702,0.151,0.68,-0.291,-0.286,0.042,0.497,0.11,0.172,0.305,0.329,16.9,8.75,14.458
TSCO,2014-09-30,-0.13,1.785,0.037,0.902,0.507,0.328,0.055,0.65,0.144,0.225,0.398,0.43,25.184,16.715,18.837
WY,2014-09-30,-0.079,0.981,-0.081,1.325,-0.174,1.261,0.051,0.612,0.136,0.212,0.375,0.405,27.418,20.976,17.657
ATI,2014-09-30,-0.081,0.828,-0.187,1.59,1.167,0.918,0.084,0.998,0.222,0.345,0.611,0.66,41.136,29.316,28.858
CA,2014-09-30,-0.026,0.179,0.022,1.331,0.234,-0.89,0.044,0.526,0.117,0.182,0.322,0.348,24.039,18.653,15.165
GNCMA,2014-09-30,-0.046,0.523,0.105,1.095,0.025,-0.708,0.096,1.142,0.253,0.395,0.699,0.755,36.411,14.834,33.252
ETFC,2014-09-30,0.091,-1.301,-0.27,1.956,0.821,0.139,0.068,0.81,0.18,0.28,0.496,0.536,39.22,31.555,23.291
DO,2014-09-30,-0.151,1.49,0.051,1.417,-1.08,0.028,0.062,0.735,0.163,0.254,0.45,0.486,27.457,17.279,21.338
IFF,2014-09-30,-0.031,0.482,-0.072,0.732,0.139,0.406,0.036,0.429,0.095,0.148,0.263,0.284,16.984,11.568,12.435
EL,2014-09-30,-0.146,1.897,-0.03,1.215,-0.526,-0.067,0.056,0.672,0.149,0.232,0.412,0.444,25.335,16.189,19.487
FAST,2014-09-30,-0.115,1.483,0.129,0.776,0.674,1.012,0.054,0.643,0.143,0.223,0.394,0.426,25.682,17.673,18.635
GIS,2014-09-30,-0.019,0.323,0.104,0.242,-0.522,0.107,0.035,0.413,0.092,0.143,0.253,0.273,12.701,4.09,12.024
GOOGL,2014-09-30,-0.011,0.122,-0.124,1.342,-0.751,-0.668,0.06,0.711,0.158,0.246,0.435,0.47,26.235,16.214,20.625
FCX,2014-09-30,-0.109,1.067,-0.177,2.111,-0.177,-0.913,0.079,0.946,0.21,0.327,0.579,0.626,39.059,27.876,27.36
GD,2014-09-30,0.055,-0.678,-0.007,1.011,0.169,0.178,0.035,0.42,0.093,0.145,0.257,0.278,19.52,15.332,12.082
IP,2014-09-30,-0.052,0.599,-0.06,1.455,-0.217,-0.249,0.048,0.567,0.126,0.196,0.347,0.375,25.017,18.937,16.348
BBSI,2014-09-30,-0.106,1.531,-0.164,0.816,0.308,0.878,0.11,1.315,0.292,0.455,0.806,0.87,41.475,15.886,38.312
IPG,2014-09-30,-0.041,0.46,0.09,1.673,0.907,0.451,0.066,0.784,0.174,0.271,0.48,0.518,35.952,27.984,22.571
IRM,2014-09-30,0.003,-0.008,-0.135,0.695,-0.014,0.932,0.072,0.857,0.19,0.297,0.525,0.567,27.906,12.488,24.956
LH,2014-09-30,-0.038,0.461,0.02,0.606,0.081,-0.185,0.037,0.446,0.099,0.154,0.273,0.295,15.543,8.56,12.973
KORS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAS,2014-09-30,0.01,-0.235,0.385,1.751,0.577,0.158,0.063,0.753,0.167,0.26,0.461,0.498,35.358,27.944,21.664
MCD,2014-09-30,-0.072,0.951,-0.132,0.423,-0.329,-0.018,0.028,0.332,0.074,0.115,0.204,0.22,11.685,6.57,9.662
MHK,2014-09-30,-0.002,0.088,0.083,1.074,1.468,0.813,0.058,0.696,0.155,0.241,0.426,0.46,31.496,24.284,20.057
MU,2014-09-30,0.21,-2.411,0.348,1.316,1.474,-0.533,0.108,1.29,0.287,0.446,0.791,0.854,46.71,27.884,37.474
NI,2014-09-30,-0.009,0.303,-0.157,0.547,-0.449,0.594,0.037,0.442,0.098,0.153,0.271,0.292,15.494,8.676,12.837
CVD,2014-09-30,-0.0,-0.037,0.245,0.812,0.316,-0.303,0.071,0.841,0.187,0.291,0.515,0.556,27.748,13.066,24.479
FFIN,2014-09-30,-0.002,0.006,0.131,0.907,0.539,0.135,0.037,0.445,0.099,0.154,0.273,0.294,20.065,15.433,12.823
FBC,2014-09-30,0.229,-3.22,0.548,1.521,1.449,1.986,0.145,1.73,0.384,0.598,1.06,1.144,63.285,38.516,50.215
LHCG,2014-09-30,0.043,-0.708,0.095,1.033,0.741,-0.181,0.077,0.92,0.204,0.318,0.564,0.608,32.166,17.884,26.736
EXPE,2014-09-30,0.07,-0.722,-0.474,1.062,-0.174,-1.305,0.093,1.111,0.247,0.384,0.68,0.735,36.726,17.426,32.328
ARG,2014-09-30,-0.057,0.816,0.01,0.611,-0.02,0.936,0.073,0.874,0.194,0.302,0.535,0.578,27.913,11.457,25.453
GGP,2014-09-30,-0.287,3.723,0.15,1.539,0.607,0.997,0.132,1.576,0.35,0.545,0.965,1.042,54.486,29.483,45.82
IR,2014-09-30,-0.057,0.637,0.014,1.256,0.324,-0.348,0.055,0.654,0.145,0.226,0.401,0.433,26.314,18.273,18.935
LEG,2014-09-30,-0.022,0.305,-0.018,0.93,0.37,0.705,0.049,0.58,0.129,0.201,0.355,0.384,23.188,15.992,16.79
LLTC,2014-09-30,-0.022,0.225,0.039,1.067,0.537,-0.136,0.039,0.466,0.103,0.161,0.285,0.308,21.58,16.902,13.418
MYL,2014-09-30,-0.013,0.206,0.053,1.148,-0.099,-0.083,0.061,0.73,0.162,0.253,0.447,0.483,26.156,15.293,21.219
TIF,2014-09-30,-0.083,0.947,0.069,1.785,-0.157,-0.65,0.062,0.736,0.164,0.255,0.451,0.487,31.598,23.366,21.272
CST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DSW,2014-09-30,-0.184,2.389,0.083,1.04,0.846,-1.005,0.091,1.082,0.24,0.374,0.663,0.716,37.683,20.737,31.464
DRTX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENR,2014-09-30,0.031,-0.355,-0.181,0.883,0.033,0.242,0.061,0.731,0.162,0.253,0.448,0.483,25.051,13.26,21.254
EXAS,2014-09-30,0.063,-0.422,-0.219,0.745,2.902,-1.483,0.113,1.349,0.3,0.467,0.826,0.892,48.446,28.483,39.188
GGG,2014-09-30,-0.068,0.8,-0.041,1.621,0.427,-0.389,0.043,0.51,0.113,0.176,0.312,0.337,27.782,23.657,14.565
STL,2014-09-30,0.053,-0.707,0.101,1.009,1.208,0.115,0.05,0.597,0.133,0.206,0.366,0.395,26.876,20.645,17.207
ZINC,2014-09-30,0.005,-0.212,-0.064,1.783,1.094,0.495,0.085,1.014,0.225,0.351,0.621,0.671,42.239,30.399,29.326
INDB,2014-09-30,-0.027,0.345,0.228,0.661,0.718,0.305,0.042,0.497,0.11,0.172,0.305,0.329,20.209,14.192,14.387
MDR,2014-09-30,-0.082,0.498,0.012,1.443,1.753,0.634,0.1,1.192,0.265,0.412,0.73,0.789,45.808,30.065,34.562
MCGC,2014-09-30,-0.08,0.934,0.002,0.73,1.841,0.225,0.066,0.781,0.174,0.27,0.479,0.517,31.381,21.744,22.626
MTZ,2014-09-30,-0.062,0.847,-0.204,0.976,0.418,0.923,0.088,1.044,0.232,0.361,0.639,0.69,35.237,17.884,30.36
MDAS,2014-09-30,0.066,-0.906,-0.41,0.938,0.634,-0.291,0.098,1.173,0.26,0.406,0.719,0.776,38.315,17.376,34.148
ALOG,2014-09-30,-0.077,0.959,-0.138,0.679,0.735,-0.417,0.061,0.723,0.16,0.25,0.443,0.478,25.022,13.581,21.016
AVA,2014-09-30,-0.018,0.231,-0.158,0.606,-0.184,0.379,0.037,0.443,0.098,0.153,0.272,0.293,15.734,9.038,12.879
ATMI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CJES,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLR,2014-09-30,-0.07,0.919,-0.28,0.541,0.626,0.883,0.066,0.784,0.174,0.271,0.481,0.519,26.791,14.049,22.812
BWA,2014-09-30,-0.1,1.294,-0.059,1.2,0.993,-0.005,0.061,0.726,0.161,0.251,0.445,0.48,30.285,21.832,20.989
AEP,2014-09-30,-0.015,0.286,-0.117,0.421,-0.391,0.153,0.037,0.437,0.097,0.151,0.268,0.289,13.996,5.814,12.732
CPE,2014-09-30,-0.194,2.605,-0.039,1.707,0.409,1.597,0.179,2.138,0.475,0.74,1.31,1.414,69.239,30.297,62.259
BLK,2014-09-30,0.018,-0.353,0.108,1.511,-0.654,0.23,0.046,0.543,0.121,0.188,0.333,0.359,25.068,19.586,15.645
CELG,2014-09-30,0.082,-0.904,0.076,1.078,0.147,-0.556,0.063,0.745,0.166,0.258,0.457,0.493,26.69,15.601,21.655
CSV,2014-09-30,-0.019,0.449,0.105,0.821,-0.024,0.142,0.087,1.032,0.229,0.357,0.632,0.683,32.235,11.612,30.071
CECO,2014-09-30,0.012,-0.536,-0.268,2.231,-0.039,1.904,0.194,2.312,0.513,0.8,1.417,1.53,76.277,35.899,67.301
CLDX,2014-09-30,0.181,-2.08,-0.403,1.576,4.62,-1.55,0.166,1.983,0.44,0.686,1.215,1.312,75.5,48.924,57.505
N,2014-09-30,-0.063,0.974,0.195,1.155,1.144,-1.428,0.097,1.155,0.256,0.4,0.708,0.764,40.277,22.241,33.579
CNK,2014-09-30,-0.079,1.055,-0.071,1.069,-0.186,-0.06,0.06,0.715,0.159,0.247,0.438,0.473,25.249,14.335,20.785
CNL,2014-09-30,-0.027,0.454,-0.097,0.353,0.115,0.128,0.041,0.493,0.11,0.171,0.302,0.326,15.576,6.015,14.367
CYH,2014-09-30,0.081,-1.0,-0.026,1.151,1.302,0.762,0.095,1.127,0.25,0.39,0.69,0.745,40.798,24.362,32.726
CRVL,2014-09-30,-0.136,1.595,-0.18,0.97,0.377,0.129,0.087,1.037,0.23,0.359,0.635,0.686,34.398,16.532,30.165
CRK,2014-09-30,0.065,-1.024,-0.04,1.097,0.262,0.336,0.11,1.305,0.29,0.451,0.799,0.863,41.864,17.563,38.002
CR,2014-09-30,-0.096,1.172,0.046,1.332,-0.025,0.3,0.049,0.585,0.13,0.202,0.358,0.387,25.425,19.004,16.89
CYBX,2014-09-30,-0.111,1.493,0.153,0.823,-0.029,-0.946,0.093,1.108,0.246,0.383,0.679,0.733,34.771,12.891,32.293
MORN,2014-09-30,-0.023,0.287,-0.003,0.414,0.84,-0.384,0.044,0.529,0.117,0.183,0.324,0.35,18.565,10.404,15.376
DV,2014-09-30,0.058,-0.854,0.198,1.043,0.717,0.649,0.097,1.161,0.258,0.401,0.711,0.768,39.284,20.085,33.761
DAKT,2014-09-30,-0.037,0.456,-0.067,1.061,1.12,-0.338,0.096,1.139,0.253,0.394,0.698,0.754,38.668,19.932,33.135
DK,2014-09-30,-0.025,0.446,0.208,1.559,-0.703,0.784,0.116,1.385,0.308,0.479,0.848,0.916,45.599,21.315,40.311
ECHO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PERY,2014-09-30,-0.054,0.571,0.1,1.29,0.972,0.275,0.102,1.214,0.269,0.42,0.743,0.803,42.115,23.001,35.28
DIN,2014-09-30,-0.132,1.641,-0.071,1.745,0.646,0.792,0.09,1.076,0.239,0.372,0.659,0.712,42.396,28.742,31.166
PCL,2014-09-30,-0.099,1.146,-0.092,1.021,-0.386,0.211,0.037,0.445,0.099,0.154,0.272,0.294,18.771,13.683,12.85
POM,2014-09-30,0.002,0.098,-0.076,0.49,-1.083,0.371,0.045,0.542,0.12,0.187,0.332,0.358,17.913,8.491,15.773
STT,2014-09-30,0.033,-0.499,0.079,1.253,0.431,0.899,0.049,0.582,0.129,0.201,0.356,0.385,27.259,21.514,16.739
ENZN,2014-09-30,-0.025,0.111,0.014,0.782,0.811,-0.493,0.115,1.37,0.304,0.474,0.839,0.906,42.449,14.454,39.912
FRM,2014-09-30,-0.081,0.97,-0.265,1.149,2.275,-0.075,0.105,1.251,0.278,0.433,0.767,0.828,46.535,29.104,36.31
FXEN,2014-09-30,-0.202,2.262,0.335,2.274,0.052,0.213,0.169,2.018,0.448,0.698,1.236,1.335,67.361,33.004,58.722
MOH,2014-09-30,-0.023,0.304,0.467,1.433,0.955,-0.367,0.086,1.025,0.228,0.355,0.628,0.678,39.123,25.427,29.734
GLUU,2014-09-30,-0.059,0.88,0.372,1.995,2.041,-1.544,0.179,2.129,0.473,0.736,1.304,1.408,72.498,37.727,61.908
FIO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PANW,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIR,2014-09-30,-0.321,3.989,0.262,1.193,1.217,1.25,0.075,0.895,0.199,0.31,0.548,0.592,39.814,30.31,25.816
